ID,recycling location name,address,city,zip,countyID,phone,full address,lat,lon
181,Sandoval Recycling,954 W Main St,Turlock,95380,06099,(209) 984-6157,"954 W Main St Turlock, CA 95380",37.4923961,-120.8599627
182,Skee's Recycling,4628 E Thomas Ave,Fresno,93702,06019,(559) 255-8355,"4628 E Thomas Ave Fresno, CA 93702",36.7529250,-119.7444443
183,Super Recycling,12400 Avenue 416,Orosi,93647,06107,(559) 696-6349,"12400 Avenue 416 Orosi, CA 93647",36.5450698,-119.2956876
184,Tollhouse,1427 Tollhouse Rd,Clovis,93611,06019,(559) 706-6399,"1427 Tollhouse Rd Clovis, CA 93611",36.8267495,-119.6906896
185,Turlock Go Green,1600 Mccormick St,Turlock,95380,06099,(209) 667-7766,"1600 Mccormick St Turlock, CA 95380",37.5075082,-120.8655886
186,Turlock Recycling,1020 S Walnut Rd,Turlock,95380,06099,(209) 668-6060,"1020 S Walnut Rd Turlock, CA 95380",37.4834031,-120.8659601
187,Universal Service Recycling Merced Inc,450 N Tower Rd,Merced,95340,06047,(209) 944-9555,"450 N Tower Rd Merced, CA 95340",37.2943535,-120.4040082
188,Valdez Recycling Center,125 N Thompson Rd #3,Tipton,93272,06107,(213) 512-9265,"125 N Thompson Rd #3 Tipton, CA 93272",36.0596589,-119.3113877
189,Valley Wide Recycling,1502 E Yosemite Ave,Madera,93638,06039,(559) 473-7112,"1502 E Yosemite Ave Madera, CA 93638",36.9730595,-120.0421042
190,Valley Wide Recycling,37357 Avenue 12,Madera,93636,06039,(559) 790-4991,"37357 Avenue 12 Madera, CA 93636",36.9236764,-119.8694633
191,X-Change Recycling,2664 Jensen Ave,Sanger,93657,06019,(559) 479-0735,"2664 Jensen Ave Sanger, CA 93657",36.7078343,-119.5757403
192,Richfield Metal & Recycling,123 S Butte St,Willows,95988,06021,(530) 988-3033,"123 S Butte St Willows, CA 95988",39.5199572,-122.1955790
193,Richfield Metal Recycling,532 4Th St,Orland,95963,06021,(530) 988-3033,"532 4Th St Orland, CA 95963",39.7486399,-122.1944905
194,Willows Kiwanis Recycling Center,490 S Tehama St,Willows,95988,06021,(530) 934-8841,"490 S Tehama St Willows, CA 95988",39.5155791,-122.1934605
195,Hambro Recycling,420 S G St,Arcata,95521,06023,(707) 951-6203,"420 S G St Arcata, CA 95521",40.8579715,-124.0893371
196,Hambro Recycling,3320 Redwood Dr,Redway,95560,06023,(707) 954-3418,"3320 Redwood Dr Redway, CA 95560",40.1186890,-123.8221890
197,Hambro Recycling,591 Main St Ste E,Fortuna,95540,06023,(707) 954-3418,"591 Main St Ste E Fortuna, CA 95540",40.5982892,-124.1616727
198,Hambro Recycling,75 Mayfair Street,Willow Creek,95573,06023,707-954-3418,"75 Mayfair Street Willow Creek, CA 95573",40.9402059,-123.6299489
199,Cal Pac Recycling,703 Emerson Ave,Calexico,92231,06025,(760) 768-3236,"703 Emerson Ave Calexico, CA 92231",32.6722001,-115.5002289
200,SA Recycling,460 E Holton Rd,El Centro,92243,06025,(760) 352-2630,"460 E Holton Rd El Centro, CA 92243",32.8028957,-115.4951958
201,SoCal Recycling,220 E Barioni Blvd,Imperial,92251,06025,(760) 497-6626,"220 E Barioni Blvd Imperial, CA 92251",32.8472116,-115.5679060
202,SoCal Recycling,428 Walnut Ave,Holtville,92250,06025,(760) 497-6626,"428 Walnut Ave Holtville, CA 92250",32.8097833,-115.3761285
203,A&C Recycling Center,220 China Grade Loop,Bakersfield,93308,06029,(631) 506-6060,"220 China Grade Loop Bakersfield, CA 93308",35.4272311,-119.0189149
204,Ace Metals Recycling Center,1126 A Ward Ave,Ridgecrest,93555,06029,(760) 472-1887,"1126 A Ward Ave Ridgecrest, CA 93555",35.6447564,-117.6930517
205,Aguirre Recycling Center,9545 S Union Ave,Bakersfield,93307,06029,(661) 426-3011,"9545 S Union Ave Bakersfield, CA 93307",35.2676220,-119.0035736
206,Alexis Recycling,14055 Rosedale Hwy,Bakersfield,93314,06029,(323) 842-1028,"14055 Rosedale Hwy Bakersfield, CA 93314",35.3832354,-119.1587320
207,Annabella Recycling,630 Monterey Trail,Frazier Park,93225,06029,(661) 979-8845,"630 Monterey Trail Frazier Park, CA 93225",34.8220549,-118.9448019
208,B-Eco Recycling,2715 Weedpatch Hwy,Bakersfield,93307,06029,(661) 348-8101,"2715 Weedpatch Hwy Bakersfield, CA 93307",35.3302080,-118.9140349
209,Big Dogz Recycling Center,522 High St,Delano,93215,06029,(661) 778-7427,"522 High St Delano, CA 93215",35.7632831,-119.2454293
210,BRS Inc,2710 O St,Bakersfield,93301,06029,(661) 437-1211,"2710 O St Bakersfield, CA 93301",35.3842683,-119.0126985
211,C & J Recycling,2697 Mt Vernon Ave,Bakersfield,93306,06029,(661) 588-0091,"2697 Mt Vernon Ave Bakersfield, CA 93306",35.3968812,-118.9670717
212,C & J Recycling,4200 Ming Ave,Bakersfield,93309,06029,(661) 588-0091,"4200 Ming Ave Bakersfield, CA 93309",35.3401801,-119.0499362
213,C & J Recycling,8200 Stockdale Hwy,Bakersfield,93311,06029,(661) 588-0091,"8200 Stockdale Hwy Bakersfield, CA 93311",35.3556172,-119.0934994
214,CGenesis Recycling,2660 Diamond St,Rosamond,93560,06029,(661) 733-3452,"2660 Diamond St Rosamond, CA 93560",34.8597511,-118.1636144
215,Clean the Ocean Recycling Inc,1230 Pearl St,Bakersfield,93305,06029,(661) 565-7941,"1230 Pearl St Bakersfield, CA 93305",35.3885209,-118.9789375
216,Clean the Ocean Recycling Inc,1324 Flower St,Bakersfield,93305,06029,(661) 565-7941,"1324 Flower St Bakersfield, CA 93305",35.3841079,-118.9789413
217,Clean the Ocean Recycling Inc,2425 River Blvd,Bakersfield,93305,06029,(661) 565-7941,"2425 River Blvd Bakersfield, CA 93305",35.3955677,-118.9849420
218,Corralva Recycling,3221 Niles St,Bakersfield,93306,06029,(661) 363-5737,"3221 Niles St Bakersfield, CA 93306",35.3757126,-118.9456266
219,CTL Recycling Center LLC,400 W Perkins Ave,Mcfarland,93250,06029,(661) 444-4175,"400 W Perkins Ave Mcfarland, CA 93250",35.6825006,-119.2327092
220,CTL Recycling Center LLC,1757 Cecil Ave,Delano,93215,06029,(661) 444-4175,"1757 Cecil Ave Delano, CA 93215",35.7762646,-119.2324805
221,Dave Pearson's Recycling Center,1536 N Mahan St Ste A,Ridgecrest,93555,06029,(760) 446-0449,"1536 N Mahan St Ste A Ridgecrest, CA 93555",35.6496253,-117.6962366
222,Earth Renewal Recycle,16866 Hwy 14,Mojave,93501,06029,(818) 497-2694,"16866 Hwy 14 Mojave, CA 93501",35.0673732,-118.1760582
223,Earth Renewal Recycle 2,2817 Sierra Hwy,Rosamond,93560,06029,(818) 497-2694,"2817 Sierra Hwy Rosamond, CA 93560",34.8618425,-118.1632511
224,Eliseo Recycling,726 S Union Ave,Bakersfield,93307,06029,(818) 792-0192,"726 S Union Ave Bakersfield, CA 93307",35.3478499,-119.0021981
225,Eliseo Recycling,602 E Casa Loma Dr,Bakersfield,93307,06029,(661) 531-5661,"602 E Casa Loma Dr Bakersfield, CA 93307",35.3397063,-118.9940071
226,Eliseo Recycling,723 Quantico Ave,Bakersfield,93307,06029,(818) 792-0192,"723 Quantico Ave Bakersfield, CA 93307",35.3646901,-118.9583569
227,EZ Recycling LLC,1638 Glenwood St,Delano,93215,06029,(909) 662-4463,"1638 Glenwood St Delano, CA 93215",35.7774800,-119.2507300
228,FIELD Recycle,355 Enterprise Way Ste D,Tehachapi,93561,06029,(661) 527-6005,"355 Enterprise Way Ste D Tehachapi, CA 93561",35.1362286,-118.4545946
229,Garcia's Recycling,1731 Niles St,Bakersfield,93307,06029,(925) 309-9828,"1731 Niles St Bakersfield, CA 93307",35.3775757,-118.9744901
230,Green Field Recycle,12025 Gardiner St,Boron,93516,06029,(760) 762-6773,"12025 Gardiner St Boron, CA 93516",35.0004331,-117.6567654
231,Green Planet Recycling,1670 Virginia Ave,Bakersfield,93307,06029,(661) 348-6862,"1670 Virginia Ave Bakersfield, CA 93307",35.3614123,-118.9797677
232,H Street Recycling,2501 S H St,Bakersfield,93304,06029,(661) 567-9665,"2501 S H St Bakersfield, CA 93304",35.3319658,-119.0217384
233,Hernandez Recycling,8146 Bay Ave B,California City,93505,06029,(661) 877-7817,"8146 Bay Ave B California City, CA 93505",35.1239619,-117.9826447
234,J & D Recycling,1277 Kern St,Taft,93268,06029,(661) 765-6752,"1277 Kern St Taft, CA 93268",35.1478215,-119.4733117
235,J & R Recycling Center,2105 Edison Hwy,Bakersfield,93305,06029,(831) 206-0331,"2105 Edison Hwy Bakersfield, CA 93305",35.3711841,-118.9709671
236,J Torres Co/Edwards AFB,Landfill Office Bldg 7998,Edwards Air Force Base,93524,06029,(661) 277-3867,"Landfill Office Bldg 7998 Edwards Air Force Base, CA 93524",34.9326031,-117.9073244
237,Joey Recycling Center,2101 White Ln,Bakersfield,93304,06029,(661) 834-9933,"2101 White Ln Bakersfield, CA 93304",35.3172457,-119.0265805
238,Jorge Garcia Recycling,309 N Chester Ave,Bakersfield,93308,06029,(661) 312-6450,"309 N Chester Ave Bakersfield, CA 93308",35.4092052,-119.0213530
239,Jose's Recycling,810 Oildale Dr,Bakersfield,93308,06029,(661) 399-2779,"810 Oildale Dr Bakersfield, CA 93308",35.4144561,-119.0297813
240,Juarez Recycling,2517 Niles St,Bakersfield,93306,06029,(661) 345-8785,"2517 Niles St Bakersfield, CA 93306",35.3755217,-118.9613933
241,Juarez Recycling,5321 Stockdale Hwy,Bakersfield,93309,06029,(661) 345-8785,"5321 Stockdale Hwy Bakersfield, CA 93309",35.3539457,-119.0608116
242,JV Recycling,6032 Frazier Mountain Park Rd,Frazier Park,93225,06029,(818) 398-6845,"6032 Frazier Mountain Park Rd Frazier Park, CA 93225",34.8188193,-118.9913061
243,Lake Isabella's Recycling Center,14604 Highway178,Lake Isabella,93240,06029,(571) 888-6360,"14604 Highway178 Lake Isabella, CA 93240",35.6416659,-118.3696840
244,Los Tres Hermanos Recycling,21124 Hwy 46,Lost Hills,93249,06029,(661) 342-0635,"21124 Hwy 46 Lost Hills, CA 93249",35.6163393,-119.6961081
245,Lucas Recycling,1209 Beale Ave,Bakersfield,93305,06029,(661) 421-3658,"1209 Beale Ave Bakersfield, CA 93305",35.3807569,-118.9877999
246,MEC Recycling LLC,4642 Weedpatch Hwy,Bakersfield,93307,06029,(661) 332-5442,"4642 Weedpatch Hwy Bakersfield, CA 93307",35.3129901,-118.9150651
247,Midway Recycling,7200 Downing Ave,Bakersfield,93308,06029,(661) 589-5712,"7200 Downing Ave Bakersfield, CA 93308",35.3909626,-119.0828778
248,New Life Recycling,138 E 1St St,Buttonwillow,93206,06029,(661) 450-7271,"138 E 1St St Buttonwillow, CA 93206",35.4006536,-119.4686875
249,New World Recycling Center,3301 Jewett Ave,Bakersfield,93301,06029,(661) 325-3508,"3301 Jewett Ave Bakersfield, CA 93301",35.3897345,-119.0146521
250,OG Recycling Corporation,6300 White Ln,Bakersfield,93309,06029,(661) 900-8415,"6300 White Ln Bakersfield, CA 93309",35.3193948,-119.0731207
251,OG Recycling Corporation,9805 Stobaugh St,Lamont,93241,06029,(818) 939-8484,"9805 Stobaugh St Lamont, CA 93241",35.2656527,-118.9152995
252,R & R Recycling,1631 Beale Ave,Bakersfield,93305,06029,(661) 860-7037,"1631 Beale Ave Bakersfield, CA 93305",35.3851014,-118.9861399
253,Rafael Arroyo,401 Fairfax Rd,Bakersfield,93306,06029,(661) 212-8396,"401 Fairfax Rd Bakersfield, CA 93306",35.3653187,-118.9322598
254,Rafael Arroyo Recycling,1338 S Union Ave,Bakersfield,93307,06029,(661) 703-3825,"1338 S Union Ave Bakersfield, CA 93307",35.3398222,-119.0026850
255,Real Recycling Center,138 E 1St St,Buttonwillow,93206,06029,(661) 889-3365,"138 E 1St St Buttonwillow, CA 93206",35.4006536,-119.4686875
256,Ricks Recycling Inc,2200 S Union Ave,Bakersfield,93307,06029,(661) 832-3248,"2200 S Union Ave Bakersfield, CA 93307",35.3247697,-119.0026941
257,Riveraâ€™s Recycling Inc,4700 Redbank Rd,Bakersfield,93307,06029,(323) 354-9730,"4700 Redbank Rd Bakersfield, CA 93307",35.3399586,-118.9318282
258,Roger Recycling Center,3435 Pioneer Dr,Bakersfield,93306,06029,(661) 377-6387,"3435 Pioneer Dr Bakersfield, CA 93306",35.3683518,-118.9412778
259,Rojas Recycling,900 Sterling Rd,Bakersfield,93306,06029,(661) 348-5718,"900 Sterling Rd Bakersfield, CA 93306",35.3716400,-118.9410987
260,Rojas Recycling,390 Bernard St,Bakersfield,93307,06029,(661) 437-7566,"390 Bernard St Bakersfield, CA 93307",35.3905886,-118.9927633
261,SA Recycling,2000 E Brundage Ln,Bakersfield,93307,06029,(661) 327-3559,"2000 E Brundage Ln Bakersfield, CA 93307",35.3560010,-118.9710581
262,SOS Recycle Center,7701 White Ln,Bakersfield,93313,06029,(661) 858-7410,"7701 White Ln Bakersfield, CA 93313",35.3173982,-119.0890817
263,SOS Recycle Center,6823 Stine Rd,Bakersfield,93313,06029,,"6823 Stine Rd Bakersfield, CA 93313",35.2942340,-119.0578600
264,SOS Recycle Center,11100 Olive Dr,Bakersfield,93312,06029,(661) 858-7410,"11100 Olive Dr Bakersfield, CA 93312",35.4213029,-119.1265874
265,Stop N Recycle,801 Haven Dr,Arvin,93203,06029,(661) 371-5457,"801 Haven Dr Arvin, CA 93203",35.2051369,-118.8333360
266,Stop N Recycle,637 S Derby St,Arvin,93203,06029,(661) 371-5457,"637 S Derby St Arvin, CA 93203",35.2023380,-118.8247070
267,Stop N Recycle,2300 Panama Ln,Bakersfield,93307,06029,(661) 371-5457,"2300 Panama Ln Bakersfield, CA 93307",35.2962910,-119.0276379
268,Stop N Recycle,349 Union Ave,Bakersfield,93307,06029,(661) 371-5457,"349 Union Ave Bakersfield, CA 93307",35.3603934,-119.0033102
269,Tabora's Recycling Center,6433 E Brundage Ln,Bakersfield,93307,06029,(323) 963-1925,"6433 E Brundage Ln Bakersfield, CA 93307",35.3536757,-118.9326445
270,Tapia Recycling Center,1414 E California Ave,Bakersfield,93305,06029,(818) 231-0694,"1414 E California Ave Bakersfield, CA 93305",35.3688175,-118.9833361
271,Top Value Recycling,9800 S Union Ave,Bakersfield,93307,06029,(661) 537-4915,"9800 S Union Ave Bakersfield, CA 93307",35.2659838,-119.0025954
272,Triple HHH Recycling,651 Highway 46,Wasco,93280,06029,(661) 331-3131,"651 Highway 46 Wasco, CA 93280",35.6009492,-119.3303412
273,WEB Recycling,3612 Suhre St,Lake Isabella,93240,06029,(760) 379-8201,"3612 Suhre St Lake Isabella, CA 93240",35.6258312,-118.4753775
274,Weedpatch Recycling Center,9317 Main St,Lamont,93241,06029,(571) 888-6360,"9317 Main St Lamont, CA 93241",35.2701995,-118.9139772
275,Willy's Recycling Center,730 E California Ave,Bakersfield,93307,06029,(661) 384-2840,"730 E California Ave Bakersfield, CA 93307",35.3689783,-118.9947408
276,Lalil Daqaw Pomo Recycling Center,12605 Nokomis Rd,Hopland,95449,06045,(707) 472-2100x1305,"12605 Nokomis Rd Hopland, CA 95449",38.9885046,-123.0518116
277,Robinson Rancheria,1545 E Highway 20,Nice,95464,06033,(707) 275-0527,"1545 E Highway 20 Nice, CA 95464",39.1426213,-122.8821071
278,Robinson Rancheria Recycling at Big Valley,2755 Mission Rancheria Rd,Lakeport,95453-9612,06033,(707) 533-9020,"2755 Mission Rancheria Rd Lakeport, CA 95453-9612",39.0207296,-122.8895427
279,Feather River Disposal,300 Greenville Dump Rd,Greenville,95947,06063,(530) 283-2004,"300 Greenville Dump Rd Greenville, CA 95947",40.1532550,-120.9530761
280,Quincy Recycler,435 N Mill Creek Rd,Quincy,95971,06063,(530) 283-3301,"435 N Mill Creek Rd Quincy, CA 95971",39.9414260,-120.9052450
281,1 x 1 Recycling Corp,14124 Lambert Rd,Whittier,90605,06037,(818) 642-9424,"14124 Lambert Rd Whittier, CA 90605",33.9498781,-118.0267053
282,1 x 1 Recycling Corp,9023 Sepulveda Blvd,North Hills,91343,06037,(818) 642-9424,"9023 Sepulveda Blvd North Hills, CA 91343",34.2342070,-118.4680699
283,16 Street Recycling,510 Workman Mill Rd,La Puente,91746,06037,(818) 859-3211,"510 Workman Mill Rd La Puente, CA 91746",34.0404102,-117.9977487
284,16 Street Recycling,11944 Ramona Blvd,El Monte,91732,06037,(818) 859-3211,"11944 Ramona Blvd El Monte, CA 91732",34.0748106,-118.0140800
285,16th Street Recycling,2255 E 16Th St,Los Angeles,90021,06037,(818) 859-3211,"2255 E 16Th St Los Angeles, CA 90021",34.0202914,-118.2321520
286,3R Recycling Industries Inc,5956 E Los Angeles Ave Unit 3,Simi Valley,93063,06111,(805) 404-7221,"5956 E Los Angeles Ave Unit 3 Simi Valley, CA 93063",34.2713685,-118.6750362
287,4 US Image Inc,5035 Pacific Coast Hwy,Torrance,90505,06037,(213) 305-2815,"5035 Pacific Coast Hwy Torrance, CA 90505",33.8136318,-118.3676445
288,A & H Recycling Inc,6140 Lankershim Blvd,North Hollywood,91606,06037,(818) 262-1300,"6140 Lankershim Blvd North Hollywood, CA 91606",34.1826820,-118.3839951
289,A & H Recycling Inc,7225 Vineland Ave,Sun Valley,91352,06037,(818) 262-1300,"7225 Vineland Ave Sun Valley, CA 91352",34.2018705,-118.3707196
290,A & H Recycling Inc,6730 Tujunga Ave,North Hollywood,91606,06037,(818) 262-1300,"6730 Tujunga Ave North Hollywood, CA 91606",34.1931598,-118.3787684
291,A & K Recycling,12431 Burbank Blvd,North Hollywood,91607-1616,06037,(818) 355-0815,"12431 Burbank Blvd North Hollywood, CA 91607-1616",34.1725815,-118.4041700
292,A & M Metals Co,2301 W 5Th St,Santa Ana,92703,06059,(714) 547-6507,"2301 W 5Th St Santa Ana, CA 92703",33.7489589,-117.8992793
293,A 1 Upland Recycling Center,1248 W 9Th St,Upland,91786,06071,(909) 982-1044,"1248 W 9Th St Upland, CA 91786",34.0948717,-117.6717628
294,A and S Recycling,9435 E Washington Blvd,Pico Rivera,90660,06037,(818) 970-4920,"9435 E Washington Blvd Pico Rivera, CA 90660",33.9989239,-118.1274556
295,A and S Recycling,6101 Rosemead Blvd,Pico Rivera,90660,06037,(818) 970-4920,"6101 Rosemead Blvd Pico Rivera, CA 90660",33.9915619,-118.0915689
296,A and S Recycling,6000 Pacific Blvd,Huntington Park,90255,06037,(818) 970-4920,"6000 Pacific Blvd Huntington Park, CA 90255",33.9870220,-118.2248164
297,A and S Recycling,16130 Nordhoff St,North Hills,91343-3044,06037,(818) 970-4920,"16130 Nordhoff St North Hills, CA 91343-3044",34.2348769,-118.4839208
298,A Class Recycling,6828 Kester Ave,Van Nuys,91405,06037,(818) 220-1085,"6828 Kester Ave Van Nuys, CA 91405",34.1946883,-118.4571352
299,A V Recycling Center,421 W Avenue I 101B,Lancaster,93534,06037,(661) 948-4088,"421 W Avenue I 101B Lancaster, CA 93534",34.7042571,-118.1367948
300,A1 Recycling,7905 S Figueroa St,Los Angeles,90003,06037,(310) 504-4699,"7905 S Figueroa St Los Angeles, CA 90003",33.9675510,-118.2832483
301,AA Recycling,16040 Vanowen St,Van Nuys,91406,06037,(213) 605-1735,"16040 Vanowen St Van Nuys, CA 91406",34.1935896,-118.4830560
302,AAA Copper Wire Recycling,7962 Salt Lake Ave,Cudahy,90201,06037,(323) 537-8343,"7962 Salt Lake Ave Cudahy, CA 90201",33.9629484,-118.1936610
303,AAA Recycling Metal Inc,7962 Salt Lake Ave,Cudahy,90201,06037,(909) 900-2310,"7962 Salt Lake Ave Cudahy, CA 90201",33.9629484,-118.1936610
304,ABG Recycling,6631 Laurel Canyon Blvd,North Hollywood,91606,06037,(818) 605-0403,"6631 Laurel Canyon Blvd North Hollywood, CA 91606",34.1911164,-118.3967188
305,Action Recycling,8642 N Olive Ave,Orange,92865,06059,(714) 204-0528,"8642 N Olive Ave Orange, CA 92865",33.8373546,-117.8447346
306,AIM Recycling Santa Fe Springs,13750 Imperial Hwy,Santa Fe Springs,90670,06037,(562) 921-9975,"13750 Imperial Hwy Santa Fe Springs, CA 90670",33.9155899,-118.0403500
307,Alameda Metals Corp,37815 6Th St E,Palmdale,93550,06037,(661) 793-7373,"37815 6Th St E Palmdale, CA 93550",34.5691652,-118.1173537
308,Alas Recycling,1801 W Whittier Blvd,Montebello,90640,06037,(323) 828-4220,"1801 W Whittier Blvd Montebello, CA 90640",34.0124746,-118.1206629
309,Alfonso Garcia Recycling,12891 Harbor Blvd,Garden Grove,92840,06059,(714) 539-1500,"12891 Harbor Blvd Garden Grove, CA 92840",33.7770199,-117.9168448
310,Alfonso Garcia Recycling,18470 Colima Rd,Rowland Heights,91748,06037,(818) 904-0992,"18470 Colima Rd Rowland Heights, CA 91748",33.9873122,-117.9016179
311,Allan Co,14618 Arrow Hwy,Baldwin Park,91706,06037,(626) 962-4047,"14618 Arrow Hwy Baldwin Park, CA 91706",34.1062686,-117.9568499
312,Allan Co,2540 S Main St,Santa Ana,92707,06059,(714) 641-8891,"2540 S Main St Santa Ana, CA 92707",33.7119109,-117.8687805
313,Allan Co,540 W Chevy Chase Dr,Glendale,91204,06037,(818) 552-2870,"540 W Chevy Chase Dr Glendale, CA 91204",34.1326339,-118.2636486
314,Allan Co,39530 12Th St E,Palmdale,93550,06037,(661) 273-0775,"39530 12Th St E Palmdale, CA 93550",34.6010223,-118.1064612
315,Allfin Recycling Center,4709 S Vermont Ave,Los Angeles,90037,06037,(323) 453-4789,"4709 S Vermont Ave Los Angeles, CA 90037",34.0003708,-118.2918044
316,Alli's Recycling,5026 Avalon Blvd,Los Angeles,90011,06037,(323) 377-1087,"5026 Avalon Blvd Los Angeles, CA 90011",33.9968745,-118.2646946
317,Altadena Recycling Center 1,2211 N Lincoln Ave,Altadena,91001,06037,(626) 604-0014,"2211 N Lincoln Ave Altadena, CA 91001",34.1836823,-118.1599238
318,AM Recycle,25885 Railroad Ave,Saugus,91350,06037,(661) 645-9721,"25885 Railroad Ave Saugus, CA 91350",34.4120107,-118.5414712
319,AM Recycling,1800 N Long Beach Blvd,Compton,90221,06037,(323) 896-4192,"1800 N Long Beach Blvd Compton, CA 90221",33.9079148,-118.2078051
